step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
2411,2272620,9644,0.014375491506874118,1.0,1.0,,,,,,,,,
2412,2273424,9648,0.01469773004094605,1.0,1.0,,,,,,,,,
2413,2274644,9652,0.012545280270437569,1.0,1.0,,,,,,,,,
2414,2274936,9656,0.01983419512327095,1.0,1.0,,,,,,,,,
2415,2276220,9660,0.009985643228138032,1.0,1.0,,,,,,,,,
2416,2276576,9664,0.020692569705545855,1.0,1.0,,,,,,,,,
2417,2277572,9668,0.011422691765843528,1.0,1.0,0.010863233466115353,0.75,0.75,,,,,,
2418,2280616,9672,0.01102250977664081,1.0,1.0,,,,,,,,,
2419,2281836,9676,0.010555986059267558,1.0,1.0,,,,,,,,,
2420,2283056,9680,0.00759605841284141,1.0,1.0,,,,,,,,,
2421,2283732,9684,0.010636066242906335,1.0,1.0,,,,,,,,,
2422,2284536,9688,0.010166224272716977,1.0,1.0,,,,,,,,,
2423,2285532,9692,0.012835632798087686,1.0,1.0,,,,,,,,,
2424,2286496,9696,0.0106693843553381,1.0,1.0,,,,,,,,,
2425,2287332,9700,0.013681302663500526,1.0,1.0,0.01190436588023913,1.0,1.0,,,,,,
2426,2288392,9704,0.013998526776335757,1.0,1.0,,,,,,,,,
2427,2289644,9708,0.008609956154591395,1.0,1.0,,,,,,,,,
2428,2290896,9712,0.007522545077400531,1.0,1.0,,,,,,,,,
2429,2292116,9716,0.012856868449009786,1.0,1.0,,,,,,,,,
2430,2293144,9720,0.012818706307920421,1.0,1.0,,,,,,,,,
2431,2293564,9724,0.02049714796214289,1.0,1.0,,,,,,,,,
2432,2294048,9728,0.017461609927631797,1.0,1.0,,,,,,,,,
2433,2295204,9732,0.011915551844709047,1.0,1.0,0.014007607803774011,1.0,1.0,,,,,,
2434,2296264,9736,0.012760050866077387,1.0,1.0,,,,,,,,,
2435,2296620,9740,0.020823123784320347,1.0,1.0,,,,,,,,,
2436,2298224,9744,0.008279360557642007,1.0,1.0,,,,,,,,,
2437,2299476,9748,0.012281557995185505,1.0,1.0,,,,,,,,,
2438,2300696,9752,0.0083175227522792,1.0,1.0,,,,,,,,,
2439,2301916,9756,0.009708384621660031,1.0,1.0,,,,,,,,,
2440,2303136,9760,0.007682056816899662,1.0,1.0,,,,,,,,,
2441,2304100,9764,0.014680953306034306,1.0,1.0,0.011907399386613338,1.0,1.0,,,,,,
2442,2304936,9768,0.013668294053112241,1.0,1.0,,,,,,,,,
2443,2305388,9772,0.01991356477092657,1.0,1.0,,,,,,,,,
2444,2305712,9776,0.025691811165614354,1.0,1.0,,,,,,,,,
2445,2306516,9780,0.011072012008894376,1.0,1.0,,,,,,,,,
2446,2307448,9784,0.01240934487460134,1.0,1.0,,,,,,,,,
2447,2307836,9788,0.02190433429874569,1.0,1.0,,,,,,,,,
2448,2308192,9792,0.022925927237844135,1.0,1.0,,,,,,,,,
2449,2309412,9796,0.009194882605098027,1.0,1.0,0.01712642040905561,1.0,1.0,,,,,,
2450,2310664,9800,0.008444126270970857,1.0,1.0,,,,,,,,,
2451,2311596,9804,0.01061440838121838,1.0,1.0,,,,,,,,,
2452,2312528,9808,0.010816218272012276,1.0,1.0,,,,,,,,,
2453,2313780,9812,0.01749416017576763,1.0,1.0,,,,,,,,,
2454,2314328,9816,0.01465045352750588,1.0,1.0,,,,,,,,,
2455,2315196,9820,0.009434491747041545,1.0,1.0,,,,,,,,,
2456,2316256,9824,0.015056586066858252,1.0,1.0,,,,,,,,,
2457,2317156,9828,0.015618962696873018,1.0,1.0,0.018071728749954233,0.75,0.75,,,,,,
2458,2317480,9832,0.020180337519329787,1.0,1.0,,,,,,,,,
2459,2318700,9836,0.006689802355170176,1.0,1.0,,,,,,,,,
2460,2319216,9840,0.01933092307854395,1.0,1.0,,,,,,,,,
2461,2319572,9844,0.018320067863335017,1.0,1.0,,,,,,,,,
2462,2320696,9848,0.010563453946292189,1.0,1.0,,,,,,,,,
2463,2321532,9852,0.010896187887714617,1.0,1.0,,,,,,,,,
2464,2322784,9856,0.008996225333812561,1.0,1.0,,,,,,,,,
2465,2323780,9860,0.014962668848109302,1.0,1.0,0.022547826797921486,0.75,0.75,,,,,,
2466,2324136,9864,0.020643835089032645,1.0,1.0,,,,,,,,,
2467,2325388,9868,0.00611282141689309,1.0,1.0,,,,,,,,,
2468,2326288,9872,0.013075922451992275,1.0,1.0,,,,,,,,,
2469,2327188,9876,0.015234477747276208,1.0,1.0,,,,,,,,,
2470,2328440,9880,0.009969821576981956,1.0,1.0,,,,,,,,,
2471,2329564,9884,0.017007569455968662,1.0,1.0,,,,,,,,,
2472,2330368,9888,0.009331577271102835,1.0,1.0,,,,,,,,,
2473,2331492,9892,0.008224529819522495,1.0,1.0,0.014527422060024732,1.0,1.0,,,,,,
2474,2332648,9896,0.008855592677690887,1.0,1.0,,,,,,,,,
2475,2333580,9900,0.010611779252110333,1.0,1.0,,,,,,,,,
2476,2333840,9904,0.020121856723786045,1.0,1.0,,,,,,,,,
2477,2334900,9908,0.01537039492647571,1.0,1.0,,,,,,,,,
2478,2335832,9912,0.009603153515809027,1.0,1.0,,,,,,,,,
2479,2336988,9916,0.0071305467214815765,1.0,1.0,,,,,,,,,
2480,2338240,9920,0.013413031345106238,1.0,1.0,,,,,,,,,
2481,2339236,9924,0.00852195130499537,1.0,1.0,0.010737341150676625,1.0,1.0,,,,,,
2482,2340072,9928,0.010167201929038165,1.0,1.0,,,,,,,,,
2483,2340428,9932,0.017032235937413855,1.0,1.0,,,,,,,,,
2484,2341616,9936,0.009830570523315502,1.0,1.0,,,,,,,,,
2485,2342516,9940,0.013917040209993275,1.0,1.0,,,,,,,,,
2486,2343640,9944,0.009058892946203871,1.0,1.0,,,,,,,,,
2487,2344380,9948,0.015267367839430987,1.0,1.0,,,,,,,,,
2488,2345632,9952,0.012769399901045635,1.0,1.0,,,,,,,,,
2489,2347012,9956,0.010033477447598705,1.0,1.0,0.011089879070630127,1.0,1.0,,,,,,
2490,2347848,9960,0.01728831567667035,1.0,1.0,,,,,,,,,
2491,2348748,9964,0.012866514970360104,1.0,1.0,,,,,,,,,
2492,2349648,9968,0.012389797419653436,1.0,1.0,,,,,,,,,
2493,2350740,9972,0.014006545089262492,1.0,1.0,,,,,,,,,
2494,2351032,9976,0.02121840862733027,1.0,1.0,,,,,,,,,
2495,2351292,9980,0.023009854983945317,1.0,1.0,,,,,,,,,
2496,2352224,9984,0.0112780071230109,1.0,1.0,,,,,,,,,
2497,2352932,9988,0.010616589521761404,1.0,1.0,0.012476220920942692,1.0,1.0,,,,,,
2498,2354152,9992,0.00807393397025611,1.0,1.0,,,,,,,,,
2499,2355404,9996,0.008195842638033064,1.0,1.0,,,,,,,,,
2500,2356528,10000,0.011409872065936076,1.0,1.0,,,,,,,,,
2501,2357396,10004,0.013405918393512243,1.0,1.0,,,,,,,,,
2502,2358808,10008,0.013071053809137999,1.0,1.0,,,,,,,,,
2503,2360060,10012,0.008568331541645224,1.0,1.0,,,,,,,,,
2504,2360384,10016,0.02089957516479944,1.0,1.0,,,,,,,,,
2505,2361284,10020,0.010195398111898646,1.0,1.0,0.013724851653031427,1.0,1.0,,,,,,
2506,2361544,10024,0.02775868840468405,1.0,1.0,,,,,,,,,
2507,2361964,10028,0.024160837781653212,1.0,1.0,,,,,,,,,
2508,2362896,10032,0.0112006601476187,1.0,1.0,,,,,,,,,
2509,2363988,10036,0.00724601917560937,1.0,1.0,,,,,,,,,
2510,2365176,10040,0.011102732971080899,1.0,1.0,,,,,,,,,
2511,2365500,10044,0.017486231516951535,1.0,1.0,,,,,,,,,
2512,2366528,10048,0.015090377278112436,1.0,1.0,,,,,,,,,
2513,2367780,10052,0.014215453030202788,1.0,1.0,0.012998969746855604,1.0,1.0,,,,,,
2514,2368744,10056,0.013552660153363,1.0,1.0,,,,,,,,,
2515,2369612,10060,0.008905224242634834,1.0,1.0,,,,,,,,,
2516,2370832,10064,0.008908635400685242,1.0,1.0,,,,,,,,,
2517,2372020,10068,0.009443050377524962,1.0,1.0,,,,,,,,,
2518,2372760,10072,0.014233162647080503,1.0,1.0,,,,,,,,,
2519,2373980,10076,0.007932466249930494,1.0,1.0,,,,,,,,,
2520,2375136,10080,0.008697703207564658,1.0,1.0,,,,,,,,,
2521,2375556,10084,0.019065349139972994,1.0,1.0,0.010170484690673666,1.0,1.0,,,,,,
2522,2376808,10088,0.013204950422098313,1.0,1.0,,,,,,,,,
2523,2378124,10092,0.01303045218684577,1.0,1.0,,,,,,,,,
2524,2379184,10096,0.014217724309913991,1.0,1.0,,,,,,,,,
2525,2380212,10100,0.010310293312742688,1.0,1.0,,,,,,,,,
2526,2381048,10104,0.011326432315618761,1.0,1.0,,,,,,,,,
2527,2382172,10108,0.01401388463463682,1.0,1.0,,,,,,,,,
2528,2383392,10112,0.010899290722608129,1.0,1.0,,,,,,,,,
2529,2384548,10116,0.009435526103465887,1.0,1.0,0.03249526655314867,1.0,1.0,,,,,,
2530,2385768,10120,0.012084831552326912,1.0,1.0,,,,,,,,,
2531,2386764,10124,0.013167329147384464,1.0,1.0,,,,,,,,,
2532,2387056,10128,0.020319872423642662,1.0,1.0,,,,,,,,,
2533,2388404,10132,0.01269242480906049,1.0,1.0,,,,,,,,,
2534,2389528,10136,0.011038957089269453,1.0,1.0,,,,,,,,,
2535,2389884,10140,0.02142491512998106,1.0,1.0,,,,,,,,,
2536,2390688,10144,0.013026573628678121,1.0,1.0,,,,,,,,,
2537,2391716,10148,0.018449868931029307,1.0,1.0,0.016068989363967782,1.0,1.0,,,,,,
2538,2392936,10152,0.011207122523692546,1.0,1.0,,,,,,,,,
2539,2393772,10156,0.011633166803351025,1.0,1.0,,,,,,,,,
2540,2394576,10160,0.008889328245709613,1.0,1.0,,,,,,,,,
2541,2395028,10164,0.01683871824009706,1.0,1.0,,,,,,,,,
2542,2396248,10168,0.01107753612290407,1.0,1.0,,,,,,,,,
2543,2396572,10172,0.023830706940995355,1.0,1.0,,,,,,,,,
2544,2397792,10176,0.007587771427913354,1.0,1.0,,,,,,,,,
2545,2398724,10180,0.013443591953274013,1.0,1.0,0.013959942067468277,1.0,1.0,,,,,,
2546,2401960,10184,0.008566633619320512,1.0,1.0,,,,,,,,,
2547,2402924,10188,0.016372210975015147,1.0,1.0,,,,,,,,,
2548,2403280,10192,0.017229148401332748,1.0,1.0,,,,,,,,,
2549,2404532,10196,0.00872335129383412,1.0,1.0,,,,,,,,,
2550,2404888,10200,0.020335744440392937,1.0,1.0,,,,,,,,,
2551,2405756,10204,0.0093170259951898,1.0,1.0,,,,,,,,,
2552,2406976,10208,0.008064884426545448,1.0,1.0,,,,,,,,,
2553,2408036,10212,0.011473146369173376,1.0,1.0,0.019625119035880257,1.0,1.0,,,,,,
2554,2409160,10216,0.010672331052535747,1.0,1.0,,,,,,,,,
2555,2410092,10220,0.014465081388438399,1.0,1.0,,,,,,,,,
2556,2411280,10224,0.009159184532678853,1.0,1.0,,,,,,,,,
2557,2412468,10228,0.010078876657629106,1.0,1.0,,,,,,,,,
2558,2413528,10232,0.01090055828251035,1.0,1.0,,,,,,,,,
2559,2414748,10236,0.007994707781793887,1.0,1.0,,,,,,,,,
2560,2415712,10240,0.012278398353111395,1.0,1.0,,,,,,,,,
2561,2416548,10244,0.008632778542391466,1.0,1.0,0.010322090280432619,1.0,1.0,,,,,,
2562,2417736,10248,0.018833650333012392,1.0,1.0,,,,,,,,,
2563,2418060,10252,0.017912287047566,1.0,1.0,,,,,,,,,
2564,2419120,10256,0.009543543513963013,1.0,1.0,,,,,,,,,
2565,2419924,10260,0.008443987871094533,1.0,1.0,,,,,,,,,
2566,2421048,10264,0.015046088056646081,1.0,1.0,,,,,,,,,
2567,2421404,10268,0.021414232384529233,1.0,1.0,,,,,,,,,
2568,2422464,10272,0.010876578142276641,1.0,1.0,,,,,,,,,
2569,2423268,10276,0.009999376006129752,1.0,1.0,0.00883558496416299,0.75,0.75,,,,,,
2570,2424552,10280,0.008836731027587164,1.0,1.0,,,,,,,,,
2571,2425740,10284,0.009492801279432023,1.0,1.0,,,,,,,,,
2572,2426992,10288,0.010620799227007592,1.0,1.0,,,,,,,,,
2573,2428148,10292,0.015793925439346216,1.0,1.0,,,,,,,,,
2574,2428472,10296,0.024040304608869294,1.0,1.0,,,,,,,,,
2575,2429340,10300,0.014285722194388707,1.0,1.0,,,,,,,,,
2576,2430560,10304,0.008408328257352257,1.0,1.0,,,,,,,,,
2577,2431428,10308,0.01381369436745076,1.0,1.0,0.011503057908793572,0.75,0.75,,,,,,
2578,2432232,10312,0.010839491503935277,1.0,1.0,,,,,,,,,
2579,2433132,10316,0.010378421065641866,1.0,1.0,,,,,,,,,
2580,2434352,10320,0.008467465102225962,1.0,1.0,,,,,,,,,
2581,2435188,10324,0.017158048272098544,1.0,1.0,,,,,,,,,
2582,2436440,10328,0.010741699018305833,1.0,1.0,,,,,,,,,
2583,2437692,10332,0.010918851535009195,1.0,1.0,,,,,,,,,
2584,2438016,10336,0.024516662761731936,1.0,1.0,,,,,,,,,
2585,2438372,10340,0.019382885392520952,1.0,1.0,0.016305772537401488,1.0,1.0,,,,,,
2586,2439592,10344,0.014499197200548554,1.0,1.0,,,,,,,,,
2587,2440844,10348,0.010598524756893043,1.0,1.0,,,,,,,,,
2588,2441648,10352,0.010092760419502984,1.0,1.0,,,,,,,,,
2589,2442868,10356,0.009092924592946356,1.0,1.0,,,,,,,,,
2590,2444088,10360,0.008244386756427208,1.0,1.0,,,,,,,,,
2591,2444924,10364,0.017119076880240197,1.0,1.0,,,,,,,,,
2592,2445760,10368,0.01277130914536621,1.0,1.0,,,,,,,,,
2593,2447012,10372,0.013139575749890234,1.0,1.0,0.014315491647303806,0.75,0.75,,,,,,
2594,2448232,10376,0.008106548113199613,1.0,1.0,,,,,,,,,
2595,2449036,10380,0.008659779941625152,1.0,1.0,,,,,,,,,
2596,2450256,10384,0.005387342669140039,1.0,1.0,,,,,,,,,
2597,2450612,10388,0.026429780464374168,1.0,1.0,,,,,,,,,
2598,2451352,10392,0.012318408205804352,1.0,1.0,,,,,,,,,
2599,2452444,10396,0.01452804565074521,1.0,1.0,,,,,,,,,
2600,2453696,10400,0.012195475207319194,1.0,1.0,,,,,,,,,
2601,2454660,10404,0.014554450669766747,1.0,1.0,0.009637669620018054,1.0,1.0,,,,,,
2602,2455592,10408,0.014418139580406957,1.0,1.0,,,,,,,,,
2603,2456716,10412,0.012084966492990911,1.0,1.0,,,,,,,,,
2604,2457680,10416,0.011254710612875994,1.0,1.0,,,,,,,,,
2605,2458932,10420,0.009438743657574423,1.0,1.0,,,,,,,,,
2606,2459992,10424,0.009998600065797926,1.0,1.0,,,,,,,,,
2607,2461244,10428,0.009540930381135359,1.0,1.0,,,,,,,,,
2608,2461632,10432,0.01950069171135027,1.0,1.0,,,,,,,,,
2609,2462564,10436,0.013224500104108904,1.0,1.0,0.009128987333209765,1.0,1.0,,,,,,
2610,2463592,10440,0.013135890828929853,1.0,1.0,,,,,,,,,
2611,2463916,10444,0.015389882790950767,1.0,1.0,,,,,,,,,
2612,2464176,10448,0.02261261533360766,1.0,1.0,,,,,,,,,
2613,2465044,10452,0.011383719108994628,1.0,1.0,,,,,,,,,
2614,2465944,10456,0.01237826918099474,1.0,1.0,,,,,,,,,
2615,2467196,10460,0.009652349145918943,1.0,1.0,,,,,,,,,
2616,2467616,10464,0.020124734523259174,1.0,1.0,,,,,,,,,
2617,2468676,10468,0.00767064956545696,1.0,1.0,0.015080614646185844,1.0,1.0,,,,,,
2618,2469544,10472,0.013400251109437832,1.0,1.0,,,,,,,,,
2619,2470508,10476,0.011683669794449202,1.0,1.0,,,,,,,,,
2620,2470896,10480,0.025241582478273208,0.75,0.75,,,,,,,,,
2621,2471828,10484,0.006647313784316405,1.0,1.0,,,,,,,,,
2622,2472184,10488,0.016567435592254005,1.0,1.0,,,,,,,,,
2623,2473020,10492,0.014891326452128362,1.0,1.0,,,,,,,,,
2624,2474272,10496,0.010763631240207296,1.0,1.0,,,,,,,,,
2625,2475172,10500,0.012963546040120339,1.0,1.0,0.018791332796424046,0.75,0.75,,,,,,
2626,2475528,10504,0.021031014830359403,1.0,1.0,,,,,,,,,
2627,2476780,10508,0.007521597366990516,0.75,0.75,,,,,,,,,
2628,2477616,10512,0.01238228720487139,1.0,1.0,,,,,,,,,
2629,2478644,10516,0.013029180849442793,1.0,1.0,,,,,,,,,
2630,2479864,10520,0.011343171724779198,1.0,1.0,,,,,,,,,
2631,2480188,10524,0.019663447908620586,1.0,1.0,,,,,,,,,
2632,2481344,10528,0.010940321065514413,1.0,1.0,,,,,,,,,
2633,2482564,10532,0.008996470407798288,1.0,1.0,0.015246930710762108,1.0,1.0,,,,,,
2634,2483528,10536,0.012902042543922127,1.0,1.0,,,,,,,,,
2635,2483852,10540,0.021489368189733824,1.0,1.0,,,,,,,,,
2636,2485040,10544,0.0106092503877912,1.0,1.0,,,,,,,,,
2637,2486228,10548,0.012382227025048013,1.0,1.0,,,,,,,,,
2638,2487128,10552,0.010420633910618855,1.0,1.0,,,,,,,,,
2639,2488028,10556,0.009252177962471252,1.0,1.0,,,,,,,,,
2640,2489152,10560,0.012399277234568476,1.0,1.0,,,,,,,,,
2641,2490084,10564,0.009771567117944548,1.0,1.0,0.014724090112420806,1.0,1.0,,,,,,
2642,2491304,10568,0.006809817740671902,1.0,1.0,,,,,,,,,
2643,2492492,10572,0.011235450775529192,1.0,1.0,,,,,,,,,
2644,2492816,10576,0.02109269138064019,1.0,1.0,,,,,,,,,
2645,2494036,10580,0.010412017395961584,1.0,1.0,,,,,,,,,
2646,2494968,10584,0.012183250756494672,1.0,1.0,,,,,,,,,
2647,2496092,10588,0.013924187704152312,1.0,1.0,,,,,,,,,
2648,2496928,10592,0.011645926349284188,1.0,1.0,,,,,,,,,
2649,2497348,10596,0.0192456631360969,1.0,1.0,0.02375109945152474,1.0,1.0,,,,,,
2650,2498568,10600,0.007492507818919278,1.0,1.0,,,,,,,,,
2651,2498924,10604,0.017537298392501583,1.0,1.0,,,,,,,,,
2652,2500080,10608,0.016318185058644366,1.0,1.0,,,,,,,,,
2653,2501300,10612,0.005770430618316595,1.0,1.0,,,,,,,,,
2654,2502232,10616,0.010372375727417091,1.0,1.0,,,,,,,,,
2655,2503100,10620,0.012327739545445958,1.0,1.0,,,,,,,,,
2656,2504320,10624,0.010026099611549918,1.0,1.0,,,,,,,,,
2657,2505220,10628,0.013981877077054361,1.0,1.0,0.019608191921115913,0.75,0.75,,,,,,
2658,2505608,10632,0.021468927999524396,1.0,1.0,,,,,,,,,
2659,2506860,10636,0.007565529962295654,1.0,1.0,,,,,,,,,
2660,2508080,10640,0.012051333936149211,1.0,1.0,,,,,,,,,
2661,2509332,10644,0.013417791752605915,1.0,1.0,,,,,,,,,
2662,2510584,10648,0.010723311958233691,1.0,1.0,,,,,,,,,
2663,2511004,10652,0.02363043325856045,1.0,1.0,,,,,,,,,
2664,2512256,10656,0.006994225435203543,1.0,1.0,,,,,,,,,
2665,2513476,10660,0.008877944605114355,1.0,1.0,0.022874992312032563,1.0,1.0,,,,,,
2666,2514568,10664,0.012718916332518555,1.0,1.0,,,,,,,,,
2667,2514956,10668,0.015398383896804925,1.0,1.0,,,,,,,,,
2668,2515344,10672,0.01667578824845303,1.0,1.0,,,,,,,,,
2669,2516564,10676,0.010210107848194825,1.0,1.0,,,,,,,,,
2670,2517688,10680,0.007146346160465774,1.0,1.0,,,,,,,,,
2671,2518716,10684,0.008654354932410655,1.0,1.0,,,,,,,,,
2672,2519136,10688,0.021580214938017504,1.0,1.0,,,,,,,,,
2673,2520228,10692,0.007888118556813192,1.0,1.0,0.018407411029560432,1.0,1.0,,,,,,
2674,2521320,10696,0.013176810514165778,1.0,1.0,,,,,,,,,
2675,2522412,10700,0.01410403975980437,1.0,1.0,,,,,,,,,
2676,2523472,10704,0.012442242953303723,1.0,1.0,,,,,,,,,
2677,2523860,10708,0.019332785755769636,1.0,1.0,,,,,,,,,
2678,2525016,10712,0.012372174362390844,1.0,1.0,,,,,,,,,
2679,2525852,10716,0.014428932052143795,1.0,1.0,,,,,,,,,
2680,2526944,10720,0.008751510591112037,1.0,1.0,,,,,,,,,
2681,2528196,10724,0.013547855522511948,1.0,1.0,0.008779943548997565,1.0,1.0,,,,,,
2682,2528936,10728,0.016381179607802134,1.0,1.0,,,,,,,,,
2683,2529196,10732,0.019001741195167343,1.0,1.0,,,,,,,,,
2684,2530448,10736,0.0072778306507873,1.0,1.0,,,,,,,,,
2685,2531060,10740,0.017177136432858692,1.0,1.0,,,,,,,,,
2686,2532280,10744,0.009616790464316401,1.0,1.0,,,,,,,,,
2687,2533020,10748,0.011684057385051228,1.0,1.0,,,,,,,,,
2688,2534208,10752,0.012902733541984155,1.0,1.0,,,,,,,,,
2689,2535108,10756,0.011727523328068373,1.0,1.0,0.01699453890502211,1.0,1.0,,,,,,
2690,2536328,10760,0.011462986691927104,1.0,1.0,,,,,,,,,
2691,2536620,10764,0.023241999457850906,1.0,1.0,,,,,,,,,
2692,2537872,10768,0.01151424985474973,1.0,1.0,,,,,,,,,
2693,2539092,10772,0.008179417602764007,1.0,1.0,,,,,,,,,
2694,2540056,10776,0.014961832116900116,1.0,1.0,,,,,,,,,
2695,2540956,10780,0.006365321773117501,1.0,1.0,,,,,,,,,
2696,2541792,10784,0.012212304084891126,1.0,1.0,,,,,,,,,
2697,2542692,10788,0.012698778910840968,1.0,1.0,0.027679918835879676,1.0,1.0,,,,,,
2698,2543720,10792,0.007520379943682443,1.0,1.0,,,,,,,,,
2699,2544876,10796,0.006869075954654246,1.0,1.0,,,,,,,,,
2700,2545680,10800,0.009644065711927061,1.0,1.0,,,,,,,,,
2701,2546644,10804,0.007916723703101449,1.0,1.0,,,,,,,,,
2702,2547512,10808,0.012703572693809225,1.0,1.0,,,,,,,,,
2703,2548380,10812,0.014002097382405222,1.0,1.0,,,,,,,,,
2704,2549632,10816,0.008914261569686941,1.0,1.0,,,,,,,,,
2705,2550980,10820,0.010166497458717677,1.0,1.0,0.008420801098916337,1.0,1.0,,,,,,
2706,2552232,10824,0.010397055451603096,1.0,1.0,,,,,,,,,
2707,2553420,10828,0.015057198483679347,0.75,0.75,,,,,,,,,
2708,2554672,10832,0.009309031940802584,1.0,1.0,,,,,,,,,
2709,2556084,10836,0.017238212495766136,1.0,1.0,,,,,,,,,
2710,2556920,10840,0.01087119140216758,1.0,1.0,,,,,,,,,
2711,2558172,10844,0.008007090943965976,1.0,1.0,,,,,,,,,
2712,2559168,10848,0.011959343274866191,1.0,1.0,,,,,,,,,
2713,2560164,10852,0.007514036864860934,1.0,1.0,0.02816589038656855,0.75,0.75,,,,,,
2714,2560872,10856,0.011494687358212291,1.0,1.0,,,,,,,,,
2715,2561804,10860,0.008096673327964427,1.0,1.0,,,,,,,,,
2716,2562128,10864,0.023525396097879594,1.0,1.0,,,,,,,,,
2717,2563188,10868,0.012148160088801886,1.0,1.0,,,,,,,,,
2718,2563448,10872,0.026183563029271682,1.0,1.0,,,,,,,,,
2719,2563804,10876,0.026073249748730053,1.0,1.0,,,,,,,,,
2720,2564736,10880,0.012038538330048693,1.0,1.0,,,,,,,,,
2721,2565060,10884,0.019870783489805605,1.0,1.0,0.014123531945886338,0.75,0.75,,,,,,
2722,2565384,10888,0.01759213625777238,1.0,1.0,,,,,,,,,
2723,2566220,10892,0.009221943344320187,1.0,1.0,,,,,,,,,
2724,2567280,10896,0.014838642840333266,1.0,1.0,,,,,,,,,
2725,2568148,10900,0.0131958309600013,1.0,1.0,,,,,,,,,
2726,2568920,10904,0.013547580874932616,1.0,1.0,,,,,,,,,
2727,2570140,10908,0.009370584244491309,1.0,1.0,,,,,,,,,
2728,2571392,10912,0.007959197156461104,1.0,1.0,,,,,,,,,
2729,2572228,10916,0.015480373251736698,1.0,1.0,0.009307628789863909,1.0,1.0,,,,,,
2730,2573480,10920,0.009658933892113359,1.0,1.0,,,,,,,,,
2731,2574636,10924,0.008226025906951796,1.0,1.0,,,,,,,,,
2732,2575376,10928,0.015284792697683491,1.0,1.0,,,,,,,,,
2733,2576468,10932,0.009576288438032602,1.0,1.0,,,,,,,,,
2734,2577272,10936,0.015185868499988282,1.0,1.0,,,,,,,,,
2735,2578492,10940,0.009328620482216957,1.0,1.0,,,,,,,,,
2736,2579744,10944,0.014004973553183041,1.0,1.0,,,,,,,,,
2737,2580068,10948,0.020272564029080058,1.0,1.0,0.010778319522592547,1.0,1.0,,,,,,
2738,2581096,10952,0.008423867342178086,1.0,1.0,,,,,,,,,
2739,2582316,10956,0.009245318862714683,0.75,0.75,,,,,,,,,
2740,2583440,10960,0.01464913316438814,1.0,1.0,,,,,,,,,
2741,2583764,10964,0.024962819520154084,1.0,1.0,,,,,,,,,
2742,2584280,10968,0.01890967651781665,1.0,1.0,,,,,,,,,
2743,2585148,10972,0.01624434982413921,0.75,0.75,,,,,,,,,
2744,2586304,10976,0.011730159924893124,1.0,1.0,,,,,,,,,
2745,2587108,10980,0.016399969360955665,1.0,1.0,0.016003699320368436,1.0,1.0,,,,,,
2746,2588008,10984,0.018073462132133577,1.0,1.0,,,,,,,,,
2747,2589068,10988,0.009464660732128632,1.0,1.0,,,,,,,,,
2748,2590032,10992,0.01390200986022952,1.0,1.0,,,,,,,,,
2749,2591220,10996,0.010730472524589236,1.0,1.0,,,,,,,,,
2750,2592216,11000,0.011281013612471632,1.0,1.0,,,,,,,,,
2751,2593436,11004,0.006645062538068428,1.0,1.0,,,,,,,,,
2752,2594432,11008,0.01358393381682526,1.0,1.0,,,,,,,,,
2753,2595652,11012,0.009636345574425574,1.0,1.0,0.01761897905687447,1.0,1.0,,,,,,
2754,2596232,11016,0.0173980064717936,1.0,1.0,,,,,,,,,
2755,2597420,11020,0.014191345307589958,1.0,1.0,,,,,,,,,
2756,2598160,11024,0.009443088028392891,1.0,1.0,,,,,,,,,
2757,2599412,11028,0.01624652883466037,1.0,1.0,,,,,,,,,
2758,2599960,11032,0.015261378641995808,1.0,1.0,,,,,,,,,
2759,2601180,11036,0.008760243515592857,1.0,1.0,,,,,,,,,
2760,2602208,11040,0.009551163870919907,1.0,1.0,,,,,,,,,
2761,2603140,11044,0.014551066713785305,1.0,1.0,0.00807808311280633,1.0,1.0,,,,,,
2762,2604168,11048,0.015673003508951098,1.0,1.0,,,,,,,,,
2763,2605388,11052,0.014680758830839557,1.0,1.0,,,,,,,,,
2764,2606128,11056,0.008701752728032303,1.0,1.0,,,,,,,,,
2765,2607252,11060,0.01937586746127863,1.0,1.0,,,,,,,,,
2766,2608152,11064,0.009496896658054489,1.0,1.0,,,,,,,,,
2767,2609212,11068,0.008111851524682594,1.0,1.0,,,,,,,,,
2768,2610304,11072,0.009746866537817062,1.0,1.0,,,,,,,,,
2769,2611556,11076,0.011310919782466157,1.0,1.0,0.01391260206226419,1.0,1.0,,,,,,
2770,2612392,11080,0.011362109168845705,1.0,1.0,,,,,,,,,
2771,2613900,11084,0.012676877982249781,1.0,1.0,,,,,,,,,
2772,2614992,11088,0.008708966074105609,1.0,1.0,,,,,,,,,
2773,2615860,11092,0.010702907664610174,1.0,1.0,,,,,,,,,
2774,2617080,11096,0.014503650845484021,1.0,1.0,,,,,,,,,
2775,2618300,11100,0.007475733321688926,1.0,1.0,,,,,,,,,
2776,2619328,11104,0.015898782351528452,1.0,1.0,,,,,,,,,
2777,2620068,11108,0.012049856215044895,1.0,1.0,0.012361196793631263,1.0,1.0,,,,,,
