step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
827,782252,3308,0.032565708200896555,0.75,0.75,,,,,,,,,
828,783472,3312,0.0060679610014175165,1.0,1.0,,,,,,,,,
829,784692,3316,0.014065791341764274,1.0,1.0,,,,,,,,,
830,785720,3320,0.012949313135973597,1.0,1.0,,,,,,,,,
831,786940,3324,0.009758403952097502,0.75,0.75,,,,,,,,,
832,787488,3328,0.024310322721654197,0.75,0.75,,,,,,,,,
833,788580,3332,0.010155793473480867,1.0,1.0,0.030700219906800406,0.5,0.5,,,,,,
834,789384,3336,0.01671838435103309,1.0,1.0,,,,,,,,,
835,790540,3340,0.013024425667425009,1.0,1.0,,,,,,,,,
836,791312,3344,0.013489011253963382,1.0,1.0,,,,,,,,,
837,792564,3348,0.009877952063198116,0.75,0.75,,,,,,,,,
838,792920,3352,0.031169593996907104,0.75,0.75,,,,,,,,,
839,793948,3356,0.015382768862676529,0.75,0.75,,,,,,,,,
840,794304,3360,0.022854350680780212,1.0,1.0,,,,,,,,,
841,795140,3364,0.011376000322758855,0.75,0.75,0.011913912758569496,0.75,0.75,,,,,,
842,796264,3368,0.017801853974534945,0.75,0.75,,,,,,,,,
843,797260,3372,0.010294155358308254,1.0,1.0,,,,,,,,,
844,798096,3376,0.01231055682161136,1.0,1.0,,,,,,,,,
845,798964,3380,0.010317536689994404,1.0,1.0,,,,,,,,,
846,800056,3384,0.013800506644791785,1.0,1.0,,,,,,,,,
847,800380,3388,0.03118064313036757,0.75,0.75,,,,,,,,,
848,801216,3392,0.015501821266826973,0.75,0.75,,,,,,,,,
849,802436,3396,0.01388619974377027,1.0,1.0,0.01563015983716689,1.0,1.0,,,,,,
850,803656,3400,0.00956512317860607,1.0,1.0,,,,,,,,,
851,803948,3404,0.01946547345135324,1.0,1.0,,,,,,,,,
852,805008,3408,0.016407407205958652,0.75,0.75,,,,,,,,,
853,805876,3412,0.020496258692451023,1.0,1.0,,,,,,,,,
854,806808,3416,0.009501600445869215,1.0,1.0,,,,,,,,,
855,807932,3420,0.012068761979129152,1.0,1.0,,,,,,,,,
856,809568,3424,0.010288027298050414,1.0,1.0,,,,,,,,,
857,810468,3428,0.01097260839838449,1.0,1.0,0.01791074741860751,1.0,1.0,,,,,,
858,811688,3432,0.008465506428943136,1.0,1.0,,,,,,,,,
859,812940,3436,0.009188042293114089,0.75,0.75,,,,,,,,,
860,813744,3440,0.015320656979613705,1.0,1.0,,,,,,,,,
861,814516,3444,0.016386050739509793,0.5,0.5,,,,,,,,,
862,815352,3448,0.018222699640610403,1.0,1.0,,,,,,,,,
863,816316,3452,0.013391668715188189,0.75,0.75,,,,,,,,,
864,817120,3456,0.02006779914167237,0.75,0.75,,,,,,,,,
865,817412,3460,0.03618645854952976,0.5,0.5,0.013975924877165593,1.0,1.0,,,,,,
866,817800,3464,0.03057101416827285,0.75,0.75,,,,,,,,,
867,819052,3468,0.011073935055928347,1.0,1.0,,,,,,,,,
868,819952,3472,0.016795904252894615,0.75,0.75,,,,,,,,,
869,820372,3476,0.024653182153650123,1.0,1.0,,,,,,,,,
870,821368,3480,0.016241856324884632,0.75,0.75,,,,,,,,,
871,822268,3484,0.015429037751660917,0.75,0.75,,,,,,,,,
872,823072,3488,0.014737447493189802,0.75,0.75,,,,,,,,,
873,824132,3492,0.013709778493970226,1.0,1.0,0.01654781647183379,1.0,1.0,,,,,,
874,825384,3496,0.01808411921289124,1.0,1.0,,,,,,,,,
875,826636,3500,0.012696270644572271,0.5,0.5,,,,,,,,,
876,826928,3504,0.037286269637568495,0.5,0.5,,,,,,,,,
877,827828,3508,0.013204241633329077,0.75,0.75,,,,,,,,,
878,828824,3512,0.011579026750033158,1.0,1.0,,,,,,,,,
879,829852,3516,0.009294609492514923,1.0,1.0,,,,,,,,,
880,830816,3520,0.017741616961013205,0.75,0.75,,,,,,,,,
881,831940,3524,0.018591427513344895,1.0,1.0,0.008617633726505248,1.0,1.0,,,,,,
882,833096,3528,0.01315706955474727,1.0,1.0,,,,,,,,,
883,834316,3532,0.008746221501840951,1.0,1.0,,,,,,,,,
884,835248,3536,0.015944624582209913,1.0,1.0,,,,,,,,,
885,835636,3540,0.024856703412082955,1.0,1.0,,,,,,,,,
886,835992,3544,0.023837156201965293,1.0,1.0,,,,,,,,,
887,836860,3548,0.01427650309818731,1.0,1.0,,,,,,,,,
888,838016,3552,0.014284977142897714,1.0,1.0,,,,,,,,,
889,839268,3556,0.01659746488481349,1.0,1.0,0.037729985517772464,0.75,0.75,,,,,,
890,840072,3560,0.012932830703295626,1.0,1.0,,,,,,,,,
891,841228,3564,0.022106899600544305,0.5,0.5,,,,,,,,,
892,842288,3568,0.016945858007613397,1.0,1.0,,,,,,,,,
893,843284,3572,0.013599929498582899,1.0,1.0,,,,,,,,,
894,844280,3576,0.017256485267276703,1.0,1.0,,,,,,,,,
895,845532,3580,0.019869029218327387,0.75,0.75,,,,,,,,,
896,846528,3584,0.016189115293181375,1.0,1.0,,,,,,,,,
897,847748,3588,0.013050387391322625,0.75,0.75,0.014250476048409837,1.0,1.0,,,,,,
898,848904,3592,0.012679999827489737,1.0,1.0,,,,,,,,,
899,849708,3596,0.016009432025130447,1.0,1.0,,,,,,,,,
900,850544,3600,0.01605324924731401,0.75,0.75,,,,,,,,,
901,851636,3604,0.0159861206184703,0.75,0.75,,,,,,,,,
902,852824,3608,0.008148070226881668,1.0,1.0,,,,,,,,,
903,853884,3612,0.009476722074057026,1.0,1.0,,,,,,,,,
904,854464,3616,0.016664324138548382,1.0,1.0,,,,,,,,,
905,855236,3620,0.0139789802814542,1.0,1.0,0.008551881504810505,1.0,1.0,,,,,,
906,856456,3624,0.01474007099453789,1.0,1.0,,,,,,,,,
907,856908,3628,0.01897879920823211,1.0,1.0,,,,,,,,,
908,858160,3632,0.010023932754046252,1.0,1.0,,,,,,,,,
909,859220,3636,0.010103512218641189,1.0,1.0,,,,,,,,,
910,860120,3640,0.013816016427714755,0.75,0.75,,,,,,,,,
911,860988,3644,0.014186674758471716,0.75,0.75,,,,,,,,,
912,861344,3648,0.023144871872973042,1.0,1.0,,,,,,,,,
913,862596,3652,0.008622099922730017,1.0,1.0,0.016762899275897282,0.75,0.75,,,,,,
914,863368,3656,0.013609580681305217,0.75,0.75,,,,,,,,,
915,864396,3660,0.012375374815382294,0.75,0.75,,,,,,,,,
916,865360,3664,0.012125906128885807,1.0,1.0,,,,,,,,,
917,866644,3668,0.01198478285152347,1.0,1.0,,,,,,,,,
918,867544,3672,0.01145458317533082,1.0,1.0,,,,,,,,,
919,868764,3676,0.010330000111609798,1.0,1.0,,,,,,,,,
920,869984,3680,0.013406161279193985,0.75,0.75,,,,,,,,,
921,871236,3684,0.0107583925724063,1.0,1.0,0.01051051226268975,0.75,0.75,,,,,,
922,872456,3688,0.015838812611740454,1.0,1.0,,,,,,,,,
923,873452,3692,0.023024850565039966,1.0,1.0,,,,,,,,,
924,874672,3696,0.014649774436969664,1.0,1.0,,,,,,,,,
925,875924,3700,0.013391987221036277,0.75,0.75,,,,,,,,,
926,877240,3704,0.010371845948348925,1.0,1.0,,,,,,,,,
927,878396,3708,0.014758885380964402,0.5,0.5,,,,,,,,,
928,879680,3712,0.012255040878795283,0.75,0.75,,,,,,,,,
929,880356,3716,0.012351364781564404,0.75,0.75,0.01920882306040092,1.0,1.0,,,,,,
930,880648,3720,0.02427355860022949,1.0,1.0,,,,,,,,,
931,881804,3724,0.014657182206047234,0.75,0.75,,,,,,,,,
932,883024,3728,0.011212759524108355,1.0,1.0,,,,,,,,,
933,883412,3732,0.028526741264365302,0.75,0.75,,,,,,,,,
934,884664,3736,0.012620833955522055,0.75,0.75,,,,,,,,,
935,885820,3740,0.01124860467373092,1.0,1.0,,,,,,,,,
936,886400,3744,0.019573411865161084,1.0,1.0,,,,,,,,,
937,887492,3748,0.01013009336945694,1.0,1.0,0.02060771953787238,0.75,0.75,,,,,,
938,888296,3752,0.015612909438412634,1.0,1.0,,,,,,,,,
939,888652,3756,0.025712842574577986,0.75,0.75,,,,,,,,,
940,889872,3760,0.00864877311125947,1.0,1.0,,,,,,,,,
941,890260,3764,0.02138531871069281,1.0,1.0,,,,,,,,,
942,891256,3768,0.014840006983818458,1.0,1.0,,,,,,,,,
943,892796,3772,0.013867261309758684,0.75,0.75,,,,,,,,,
944,894048,3776,0.010174837562338338,1.0,1.0,,,,,,,,,
945,894404,3780,0.027601405727037797,1.0,1.0,0.012071193182588567,1.0,1.0,,,,,,
946,895688,3784,0.017905166014208603,1.0,1.0,,,,,,,,,
947,896428,3788,0.02043015126966531,1.0,1.0,,,,,,,,,
948,896688,3792,0.03623797937840955,0.75,0.75,,,,,,,,,
949,897620,3796,0.016954249485415036,1.0,1.0,,,,,,,,,
950,898872,3800,0.010651767220762899,1.0,1.0,,,,,,,,,
951,899804,3804,0.011181715120327963,0.75,0.75,,,,,,,,,
952,901024,3808,0.013695855444809694,1.0,1.0,,,,,,,,,
953,902276,3812,0.012509966723345058,1.0,1.0,0.014421622052719317,0.75,0.75,,,,,,
954,902728,3816,0.026862824158959353,0.75,0.75,,,,,,,,,
955,903724,3820,0.013959028887125427,1.0,1.0,,,,,,,,,
956,904528,3824,0.015234177406998834,0.75,0.75,,,,,,,,,
957,904820,3828,0.03887183433191645,0.75,0.75,,,,,,,,,
958,905656,3832,0.014523608233262516,1.0,1.0,,,,,,,,,
959,907036,3836,0.013073395549238762,1.0,1.0,,,,,,,,,
960,908288,3840,0.010427717897886022,0.75,0.75,,,,,,,,,
961,909508,3844,0.01500803233610007,1.0,1.0,0.012995552766026292,0.75,0.75,,,,,,
962,910760,3848,0.014544694518370283,1.0,1.0,,,,,,,,,
963,911980,3852,0.015328949652086856,0.75,0.75,,,,,,,,,
964,912976,3856,0.0173666790811732,1.0,1.0,,,,,,,,,
965,913300,3860,0.03185529791682166,1.0,1.0,,,,,,,,,
966,914296,3864,0.015485918538267265,1.0,1.0,,,,,,,,,
967,915484,3868,0.008346031140225828,0.75,0.75,,,,,,,,,
968,916704,3872,0.016943389119231527,1.0,1.0,,,,,,,,,
969,917956,3876,0.010293653922675693,1.0,1.0,0.02678878523253085,1.0,1.0,,,,,,
970,918984,3880,0.010070949389269116,1.0,1.0,,,,,,,,,
971,920204,3884,0.00786003766500818,0.5,0.5,,,,,,,,,
972,921424,3888,0.010990262994993743,1.0,1.0,,,,,,,,,
973,921812,3892,0.023784961983601537,1.0,1.0,,,,,,,,,
974,923064,3896,0.009571179040553827,0.75,0.75,,,,,,,,,
975,923548,3900,0.020786473139085805,1.0,1.0,,,,,,,,,
976,924384,3904,0.015511131334925933,1.0,1.0,,,,,,,,,
977,924804,3908,0.02889541362069324,0.75,0.75,0.011440495005423202,0.5,0.5,,,,,,
978,925128,3912,0.020324276189229752,1.0,1.0,,,,,,,,,
979,925964,3916,0.01679993802307833,0.75,0.75,,,,,,,,,
980,926800,3920,0.012165325749667598,0.75,0.75,,,,,,,,,
981,927860,3924,0.011019388308204139,1.0,1.0,,,,,,,,,
982,928536,3928,0.014431192910375926,1.0,1.0,,,,,,,,,
983,928892,3932,0.024934546019571405,0.75,0.75,,,,,,,,,
984,929952,3936,0.014232086677966506,1.0,1.0,,,,,,,,,
985,930916,3940,0.010238632932111528,1.0,1.0,0.012156838799991713,1.0,1.0,,,,,,
986,932168,3944,0.010143921438637916,0.75,0.75,,,,,,,,,
987,932492,3948,0.028945202931497993,0.75,0.75,,,,,,,,,
988,933456,3952,0.017733931468005417,0.75,0.75,,,,,,,,,
989,934708,3956,0.020360341236756792,0.75,0.75,,,,,,,,,
990,935960,3960,0.010343110830736713,0.75,0.75,,,,,,,,,
991,936956,3964,0.024183374714433218,0.75,0.75,,,,,,,,,
992,937280,3968,0.02831536558154358,1.0,1.0,,,,,,,,,
993,937988,3972,0.016894422639694748,0.5,0.5,0.01688284642709636,0.75,0.75,,,,,,
994,939208,3976,0.008692357338799602,1.0,1.0,,,,,,,,,
995,940076,3980,0.010665526574903198,1.0,1.0,,,,,,,,,
996,940432,3984,0.023047970811960153,0.75,0.75,,,,,,,,,
997,941620,3988,0.007721995856562426,1.0,1.0,,,,,,,,,
998,941912,3992,0.03060751005828681,0.75,0.75,,,,,,,,,
999,942332,3996,0.01913176499068798,1.0,1.0,,,,,,,,,
1000,943200,4000,0.016539500050246177,0.75,0.75,,,,,,,,,
1001,944292,4004,0.016439172373133904,1.0,1.0,0.012653738437390597,1.0,1.0,,,,,,
1002,945032,4008,0.013379135198805396,0.75,0.75,,,,,,,,,
1003,945324,4012,0.020780886789881253,1.0,1.0,,,,,,,,,
1004,946256,4016,0.014890073001802508,1.0,1.0,,,,,,,,,
1005,947508,4020,0.015348089704446188,0.75,0.75,,,,,,,,,
1006,948632,4024,0.009626690701805532,0.75,0.75,,,,,,,,,
1007,949884,4028,0.012790170171378333,0.75,0.75,,,,,,,,,
1008,951040,4032,0.013512215377595818,1.0,1.0,,,,,,,,,
1009,952356,4036,0.009661851264013172,1.0,1.0,0.010836653544157002,0.75,0.75,,,,,,
1010,953576,4040,0.009715245914431719,0.75,0.75,,,,,,,,,
1011,954636,4044,0.014468072688165523,1.0,1.0,,,,,,,,,
1012,955056,4048,0.02176431314658028,0.75,0.75,,,,,,,,,
1013,956404,4052,0.009346261280344865,1.0,1.0,,,,,,,,,
1014,957496,4056,0.007862437905970611,1.0,1.0,,,,,,,,,
1015,958332,4060,0.014347920783344098,1.0,1.0,,,,,,,,,
1016,959264,4064,0.014966202608256466,1.0,1.0,,,,,,,,,
1017,960356,4068,0.01339521630859535,1.0,1.0,0.00967780369329866,1.0,1.0,,,,,,
1018,960616,4072,0.02746092260691967,1.0,1.0,,,,,,,,,
1019,961644,4076,0.015346719858048773,0.75,0.75,,,,,,,,,
1020,962256,4080,0.022008743138393058,0.75,0.75,,,,,,,,,
1021,963508,4084,0.008844906111964332,1.0,1.0,,,,,,,,,
1022,964920,4088,0.01278120400643299,0.75,0.75,,,,,,,,,
1023,966172,4092,0.012750816711529576,1.0,1.0,,,,,,,,,
1024,967328,4096,0.016841210187619596,1.0,1.0,,,,,,,,,
1025,968228,4100,0.012867266284200046,0.75,0.75,0.014042026142620064,1.0,1.0,,,,,,
1026,969512,4104,0.008872603520158121,0.75,0.75,,,,,,,,,
1027,970732,4108,0.010165562619122942,1.0,1.0,,,,,,,,,
1028,971696,4112,0.01806462663507235,1.0,1.0,,,,,,,,,
1029,972916,4116,0.0080357786936131,1.0,1.0,,,,,,,,,
1030,974136,4120,0.011443440141924615,1.0,1.0,,,,,,,,,
1031,975356,4124,0.008948846450926064,1.0,1.0,,,,,,,,,
1032,976576,4128,0.017581551977195766,0.75,0.75,,,,,,,,,
1033,977444,4132,0.014106170249716783,0.75,0.75,0.010069536421229036,0.75,0.75,,,,,,
1034,977960,4136,0.0176326153276284,1.0,1.0,,,,,,,,,
1035,978412,4140,0.02419211432269484,1.0,1.0,,,,,,,,,
1036,979344,4144,0.013748463100726378,1.0,1.0,,,,,,,,,
1037,979956,4148,0.022336971970911883,1.0,1.0,,,,,,,,,
1038,980280,4152,0.031033458996833362,0.75,0.75,,,,,,,,,
1039,980540,4156,0.02976896284426175,1.0,1.0,,,,,,,,,
1040,981600,4160,0.0127145183794379,0.75,0.75,,,,,,,,,
1041,982820,4164,0.012656334765126353,0.75,0.75,0.02035180441177772,1.0,1.0,,,,,,
1042,984104,4168,0.015676208132728332,0.75,0.75,,,,,,,,,
1043,984396,4172,0.023609688109260993,1.0,1.0,,,,,,,,,
1044,985360,4176,0.0150788031625115,1.0,1.0,,,,,,,,,
1045,986100,4180,0.020769397937172314,1.0,1.0,,,,,,,,,
1046,987064,4184,0.013684301173170755,1.0,1.0,,,,,,,,,
1047,987996,4188,0.01283953401810871,0.75,0.75,,,,,,,,,
1048,988832,4192,0.015266896909587768,0.75,0.75,,,,,,,,,
1049,990084,4196,0.014200926437452684,0.75,0.75,0.01321842129659126,1.0,1.0,,,,,,
1050,990920,4200,0.014171830605232135,1.0,1.0,,,,,,,,,
1051,992588,4204,0.015630754498145574,0.75,0.75,,,,,,,,,
1052,992976,4208,0.02225927514858578,1.0,1.0,,,,,,,,,
1053,993364,4212,0.020804791747630894,1.0,1.0,,,,,,,,,
1054,994680,4216,0.015873967708949895,1.0,1.0,,,,,,,,,
1055,995676,4220,0.011577258268912522,1.0,1.0,,,,,,,,,
1056,996448,4224,0.014992839805059173,1.0,1.0,,,,,,,,,
1057,997668,4228,0.012313035700486986,0.75,0.75,0.018598893040101778,0.5,0.5,,,,,,
1058,998536,4232,0.01365386118722136,1.0,1.0,,,,,,,,,
1059,999756,4236,0.010417181834746759,1.0,1.0,,,,,,,,,
1060,1000976,4240,0.009410947021491978,1.0,1.0,,,,,,,,,
1061,1001300,4244,0.02837242872119123,0.75,0.75,,,,,,,,,
1062,1002456,4248,0.019206241277224936,1.0,1.0,,,,,,,,,
1063,1002844,4252,0.023520971719883054,1.0,1.0,,,,,,,,,
1064,1003744,4256,0.01186578830460391,1.0,1.0,,,,,,,,,
1065,1004612,4260,0.017062956566233432,0.75,0.75,0.009631476865106849,1.0,1.0,,,,,,
1066,1005544,4264,0.011246628505953649,1.0,1.0,,,,,,,,,
1067,1006700,4268,0.012354187396474928,1.0,1.0,,,,,,,,,
1068,1007568,4272,0.010004569548577693,1.0,1.0,,,,,,,,,
1069,1008820,4276,0.008349592255794727,1.0,1.0,,,,,,,,,
1070,1009368,4280,0.020581095690468187,1.0,1.0,,,,,,,,,
1071,1009692,4284,0.03560040054504316,0.75,0.75,,,,,,,,,
1072,1010656,4288,0.01630761249398923,1.0,1.0,,,,,,,,,
1073,1011844,4292,0.01652167877703751,1.0,1.0,0.02020522338232254,1.0,1.0,,,,,,
1074,1012776,4296,0.01193899215384167,0.75,0.75,,,,,,,,,
1075,1013740,4300,0.013097256406644494,1.0,1.0,,,,,,,,,
1076,1015024,4304,0.01302174893050528,0.75,0.75,,,,,,,,,
1077,1016244,4308,0.014947322777576643,1.0,1.0,,,,,,,,,
1078,1017496,4312,0.01044446120695968,1.0,1.0,,,,,,,,,
1079,1018364,4316,0.013143150545705855,1.0,1.0,,,,,,,,,
1080,1018752,4320,0.02484127463977311,0.75,0.75,,,,,,,,,
1081,1019588,4324,0.01565768261067337,1.0,1.0,0.010385795979646948,1.0,1.0,,,,,,
1082,1020360,4328,0.01586046341093531,1.0,1.0,,,,,,,,,
1083,1020684,4332,0.02394324348829195,1.0,1.0,,,,,,,,,
1084,1021520,4336,0.0145803586007983,1.0,1.0,,,,,,,,,
1085,1022004,4340,0.02110809393500434,1.0,1.0,,,,,,,,,
1086,1023256,4344,0.009398001416226933,1.0,1.0,,,,,,,,,
1087,1024124,4348,0.01749571883840838,0.75,0.75,,,,,,,,,
1088,1025248,4352,0.012282046698441849,0.75,0.75,,,,,,,,,
1089,1026276,4356,0.009658825019897038,1.0,1.0,0.010978050656835112,1.0,1.0,,,,,,
1090,1027528,4360,0.010625111929427144,1.0,1.0,,,,,,,,,
1091,1028620,4364,0.010330347010386666,0.75,0.75,,,,,,,,,
1092,1029648,4368,0.01144611203490406,1.0,1.0,,,,,,,,,
1093,1030996,4372,0.011120287008527232,1.0,1.0,,,,,,,,,
1094,1031672,4376,0.010868813827026402,1.0,1.0,,,,,,,,,
1095,1034908,4380,0.008932348772029178,0.75,0.75,,,,,,,,,
1096,1036096,4384,0.011509492524720201,1.0,1.0,,,,,,,,,
1097,1037124,4388,0.015183662077080733,0.5,0.5,0.011229829952481599,1.0,1.0,,,,,,
1098,1038344,4392,0.010188739303180804,1.0,1.0,,,,,,,,,
1099,1038636,4396,0.0320664942486231,0.75,0.75,,,,,,,,,
1100,1039536,4400,0.013795900145273987,1.0,1.0,,,,,,,,,
1101,1040788,4404,0.010194233213131867,1.0,1.0,,,,,,,,,
1102,1042040,4408,0.010951495458344939,1.0,1.0,,,,,,,,,
1103,1042876,4412,0.011926014473768436,1.0,1.0,,,,,,,,,
1104,1044288,4416,0.012586898862616934,1.0,1.0,,,,,,,,,
1105,1045380,4420,0.01301871432550777,1.0,1.0,0.01782509674221526,0.75,0.75,,,,,,
1106,1045640,4424,0.02940745518128097,1.0,1.0,,,,,,,,,
1107,1046700,4428,0.023293024920936715,1.0,1.0,,,,,,,,,
1108,1047792,4432,0.012925280840298483,1.0,1.0,,,,,,,,,
1109,1048532,4436,0.009682246793935069,1.0,1.0,,,,,,,,,
1110,1049464,4440,0.01758892126584999,1.0,1.0,,,,,,,,,
1111,1049852,4444,0.024556224253060838,1.0,1.0,,,,,,,,,
1112,1050720,4448,0.01636330573322118,1.0,1.0,,,,,,,,,
1113,1051524,4452,0.015390297153362188,1.0,1.0,0.010856884777388564,1.0,1.0,,,,,,
1114,1052424,4456,0.009364612206940057,1.0,1.0,,,,,,,,,
1115,1053772,4460,0.017334810900550952,1.0,1.0,,,,,,,,,
1116,1054896,4464,0.016883110155318976,1.0,1.0,,,,,,,,,
1117,1056116,4468,0.00922825769013098,1.0,1.0,,,,,,,,,
1118,1057144,4472,0.01643300368855613,1.0,1.0,,,,,,,,,
1119,1058396,4476,0.010598337323893373,0.75,0.75,,,,,,,,,
1120,1059520,4480,0.010814157894089215,1.0,1.0,,,,,,,,,
1121,1060580,4484,0.022442015307615568,0.5,0.5,0.008568734608771564,1.0,1.0,,,,,,
1122,1061480,4488,0.023010560126146024,0.5,0.5,,,,,,,,,
1123,1061708,4492,0.020968437321720174,1.0,1.0,,,,,,,,,
1124,1062000,4496,0.029146256758343092,1.0,1.0,,,,,,,,,
1125,1063508,4500,0.01140541291697124,1.0,1.0,,,,,,,,,
1126,1064248,4504,0.01983787501089197,0.5,0.5,,,,,,,,,
1127,1065052,4508,0.014408481333593228,1.0,1.0,,,,,,,,,
1128,1065984,4512,0.019936234757181245,0.75,0.75,,,,,,,,,
1129,1067076,4516,0.011737397858620062,1.0,1.0,0.021244763171630442,1.0,1.0,,,,,,
1130,1068328,4520,0.012642381430114955,1.0,1.0,,,,,,,,,
1131,1068844,4524,0.02149844062727425,0.75,0.75,,,,,,,,,
1132,1069744,4528,0.016260591999091422,0.75,0.75,,,,,,,,,
1133,1070996,4532,0.013648186242034791,1.0,1.0,,,,,,,,,
1134,1071960,4536,0.016347118510736742,1.0,1.0,,,,,,,,,
1135,1073180,4540,0.01206982920852967,1.0,1.0,,,,,,,,,
1136,1073568,4544,0.02602387782463907,0.75,0.75,,,,,,,,,
1137,1073956,4548,0.02335797521345361,1.0,1.0,0.017603534132054694,0.75,0.75,,,,,,
1138,1075080,4552,0.01070046396095141,0.75,0.75,,,,,,,,,
1139,1075340,4556,0.03450559750414357,0.75,0.75,,,,,,,,,
1140,1076336,4560,0.011842033371434545,1.0,1.0,,,,,,,,,
1141,1077108,4564,0.01463717788943806,1.0,1.0,,,,,,,,,
1142,1078040,4568,0.014687576765643136,0.75,0.75,,,,,,,,,
1143,1079004,4572,0.0177446168420873,1.0,1.0,,,,,,,,,
1144,1079744,4576,0.020159380588206068,1.0,1.0,,,,,,,,,
1145,1080996,4580,0.015192547206382722,0.75,0.75,0.01125489129328437,0.75,0.75,,,,,,
1146,1082216,4584,0.013816294622598719,0.75,0.75,,,,,,,,,
1147,1083436,4588,0.009842904066741168,0.75,0.75,,,,,,,,,
1148,1083984,4592,0.021296842126737506,0.5,0.5,,,,,,,,,
1149,1085236,4596,0.01010075211585646,0.75,0.75,,,,,,,,,
1150,1086360,4600,0.0135236214982771,0.75,0.75,,,,,,,,,
1151,1086716,4604,0.02986545550496885,0.75,0.75,,,,,,,,,
1152,1087968,4608,0.009377815984541153,0.75,0.75,,,,,,,,,
1153,1088292,4612,0.02947141177750473,1.0,1.0,0.019731968838746484,1.0,1.0,,,,,,
1154,1088776,4616,0.017290111937321096,1.0,1.0,,,,,,,,,
1155,1089836,4620,0.012086912917785603,1.0,1.0,,,,,,,,,
1156,1090128,4624,0.02770387783459177,1.0,1.0,,,,,,,,,
1157,1090420,4628,0.026662356876537015,0.75,0.75,,,,,,,,,
1158,1091256,4632,0.01193199690401982,1.0,1.0,,,,,,,,,
1159,1092156,4636,0.018265601195795237,0.75,0.75,,,,,,,,,
1160,1093344,4640,0.009440067895913512,1.0,1.0,,,,,,,,,
1161,1094404,4644,0.015160847809653114,0.75,0.75,0.011329039185959646,1.0,1.0,,,,,,
1162,1095144,4648,0.01035529837588619,1.0,1.0,,,,,,,,,
1163,1096332,4652,0.01125255649792421,1.0,1.0,,,,,,,,,
1164,1097584,4656,0.01557916420039442,1.0,1.0,,,,,,,,,
1165,1098964,4660,0.013586913427433884,0.75,0.75,,,,,,,,,
1166,1099736,4664,0.013193505768571185,1.0,1.0,,,,,,,,,
1167,1100028,4668,0.025044054166470844,1.0,1.0,,,,,,,,,
1168,1101184,4672,0.01572042307890362,1.0,1.0,,,,,,,,,
1169,1102244,4676,0.02079338885555692,1.0,1.0,0.011881309760964489,1.0,1.0,,,,,,
1170,1103464,4680,0.013565028901916179,1.0,1.0,,,,,,,,,
1171,1104780,4684,0.013206202072191133,1.0,1.0,,,,,,,,,
1172,1106000,4688,0.012031406739314224,0.5,0.5,,,,,,,,,
1173,1106996,4692,0.018788236456708993,0.75,0.75,,,,,,,,,
1174,1107896,4696,0.019592832543758577,0.75,0.75,,,,,,,,,
1175,1109148,4700,0.007977148294061384,0.75,0.75,,,,,,,,,
1176,1110208,4704,0.015112678663877666,1.0,1.0,,,,,,,,,
1177,1111396,4708,0.019357449105066215,0.75,0.75,0.018156416612595896,0.75,0.75,,,,,,
1178,1112424,4712,0.009401022510078433,1.0,1.0,,,,,,,,,
1179,1113676,4716,0.012925258554348194,1.0,1.0,,,,,,,,,
1180,1114640,4720,0.02286666853216851,1.0,1.0,,,,,,,,,
1181,1115572,4724,0.01293644583332119,1.0,1.0,,,,,,,,,
1182,1116728,4728,0.008594837008727658,1.0,1.0,,,,,,,,,
1183,1117852,4732,0.015924124724639638,1.0,1.0,,,,,,,,,
1184,1118112,4736,0.03695956579240374,0.75,0.75,,,,,,,,,
1185,1119332,4740,0.012712671053219477,1.0,1.0,0.011990172974605407,1.0,1.0,,,,,,
1186,1120552,4744,0.014243568767572613,1.0,1.0,,,,,,,,,
1187,1120972,4748,0.024001022227240845,0.75,0.75,,,,,,,,,
1188,1122192,4752,0.009393156766478722,1.0,1.0,,,,,,,,,
1189,1123412,4756,0.01175081122744072,1.0,1.0,,,,,,,,,
1190,1124632,4760,0.00993823427715621,0.75,0.75,,,,,,,,,
1191,1125468,4764,0.01245673421432107,0.75,0.75,,,,,,,,,
1192,1126336,4768,0.013353583219696132,1.0,1.0,,,,,,,,,
1193,1127172,4772,0.014540170460371045,1.0,1.0,0.01772229490897492,0.75,0.75,,,,,,
1194,1128392,4776,0.012314496934301344,1.0,1.0,,,,,,,,,
1195,1128684,4780,0.028603140906990218,0.75,0.75,,,,,,,,,
1196,1129008,4784,0.024362566814903404,1.0,1.0,,,,,,,,,
1197,1129844,4788,0.011932050711118096,1.0,1.0,,,,,,,,,
1198,1130872,4792,0.017442293080416924,1.0,1.0,,,,,,,,,
1199,1131644,4796,0.012633555788990615,1.0,1.0,,,,,,,,,
1200,1133024,4800,0.012969641353019734,1.0,1.0,,,,,,,,,
1201,1134276,4804,0.010465242854279496,1.0,1.0,0.013578960234028863,0.75,0.75,,,,,,
1202,1135528,4808,0.012758388839239446,0.75,0.75,,,,,,,,,
1203,1136556,4812,0.012161318333816847,0.75,0.75,,,,,,,,,
1204,1137360,4816,0.016168654087243065,0.5,0.5,,,,,,,,,
